country_idx,safety_title,created_at,safety_content
40,쿠바 방문자의 미국 ESTA 거절 관련 안내,2024-05-21,"쿠바 방문자의 미국 ESTA 거절 관련 안내○ 2021년 1월 이후 쿠바 방문 이력이 있거나 ESTA 신청 시점에 대한민국과 쿠바 복수자인 경우, 비자 없이  미국을 방문 시 입국이 거부될 수 있습니다(공무상의 이유로 쿠바를 방문한 군인 또는 공무원은 예외).- 미국 정부는 ‘21.1.12부터 쿠바를 테러지원국으로 지정해왔으며, 한국시간 23.7.6.(목). 13시부터 상기 조치를 추가로 적용- 현재 ESTA가 유효하더라도 위 요건이 확인되면 취소될 수 있으며, 당사자에게 별도 통보 예정○ ESTA 거절 또는 취소되신 분 중 상용·의료·인도적 사유로 신속하게 미국 방문이 필요하신 경우 인터뷰를 신청하실 수 있습니다.- 인터뷰(expedited appointment) 신청 시 (1) ESTA 거절 또는 취소 내용과 (2)긴급한 사유를 제출할 경우,비자 인터뷰 기간 단축이 가능- 인터뷰 신청 방법은 미국 정부가 운영하는 비자 신청 서비스 홈페이지(https://ustraveldocs.com/kr/en/expedited-appointment/) 참조"
35,치안 상황 악화에 따른 강력범죄 급증 주의,2024-05-10,"2019년 팬데믹 이후 악화된 칠레 치안 상황이 개선되지 않고 있는 가운데, 최근 4.27(일) 칠레 남 부 지역 경찰 차량 습격 사건(경찰 3명 사망) 등 치안 상황이 급격히 악화되고 있습니다.이와 같은 상황을  감안하여, 아래와  같이 지역별  치안상황 및 안전 유의사항을  안내해 드리오니 칠레를 방문하시는 우리 국민 여러분께서는 항상 신변 안전에 만전을 기하여 주시기 바랍니다.1. 북부o (칼라마-소매치기) 아타카마 사막과, 볼리비아 우유니 방문을 위해 이용하는 버스 터미널 주변에서 소매치기 범죄가 빈번하게 발생합니다.- 야간시간 이동자제 및 여권 및 지갑은 가방에 보관하지 않고 주머니에 항상 보관o (아타카마 사막-들개주의) 칠레는 2018년부터 현재까지 전국에서 유기견에 의한 사망자가 24명에 달하며 아타카마 사막에서는 작년 여행 가이드 1명이 사망했습니다.- 달의계곡을 비롯한 투어 시 일행과 함께 다니고 유기견 근처 가지 않기2. 수도권ㅇ (공항–택시 카드 결제 사기 주의) 올해만 벌써 5건의 피해가 있었습니다.- 공항 터미널 내 공식 티켓 박스에서 선 결제 후 탑승o (산타루시아 언덕, 중앙시장, 아르마스 광장, 버스터미널-강도 주의) 2023년 상반기 기준 칠레의 10만명당 살인범죄 발생율은 6.7명이며 산티아고에 집중되어 있습니다.- 산타루시아 언덕, 아르마스 광장 : 불특정 다수에 의한 소지품 강탈(폭행동반) 시도가 빈번하며 예방책이 없으니 방문 자제- 중앙시장 : 오물을 투척하고 도움을 주는 척하며 소매치기 시도가 빈번하니 오물이 묻은 경우 즉시 자리를 이동하고 방문 자제- 버스터미널 : 터미널 외부 도보로 이동 시 불특정 다수가 갑자기 몰려와 폭행과 함께 소지품을 강탈하니 절대 외부 도보 이동 금지o (발파라이소–강도  주의) 소매치기가  매우  많으며  최근에는  차량을  손상시킨  후 도움을 주는 척 하며 소지품을 강탈하는 범죄가 발생하고 있습니다.- 방문 시 소지품은 최소화 하고 많은 사람이 방문하는 지역만 방문(골목길 진입 금지)3. 남부o (아라우카니아 주, 비오비오 주) 마푸체 원주민 단체 소행으로 추정되는 테러가 빈번히 발생하며 지난달에는 순찰 중이던 경찰 3명이 총격을 받아 사망하는 사건이 발생하였습니다.- 푸콘, 비야리카, 푸에르토 바라스 등 주요 관광지만 방문기타 도움이 필요하시거나 긴급 상황 발생 시 아래 연락처로 연락주시기 바랍니다.☞ 주칠레한국대사관- 대표번호(근무시간 중) : +56 2 2729 3999- 긴급연락처(사건사고만 접수, 24시간) : +56 9 7430 4546☞ 영사콜센터(서울, 24시간) : +82 2 3210 0404 / 카카오톡 ‘외교부 영사콜센터’ 친구추가"
16,미얀마 꺼인주 먀와디 타운십 등 국경지역 방문 자제 당부,2024-05-10,"○ 현재 미얀마 꺼인州 먀와디 타운십에서의 군부-반군부 간 무력 충돌이
격화됨에 따라 대부분의 국경 지역에 외국인 출입이 실질적으로 불가한
상황이므로, 우리 국민이 해당 지역에 피해가 있을 경우 대사관의 
영사 조력이 심각하게 제한될 수 있습니다.○ 이와 같은 상황을 감안하여 미얀마에 방문하시는 우리 국민께서는 국경
지역에 방문하지 않도록 각별히 주의하여 주시기 바랍니다.■ 주미얀마대사관사건사고 긴급 신고 전화: +95-9-4211-58030■ 외교부 영사콜센터(연중 24시간) : +82-2-3210-0404"
미지정,5개 재외공관에 대한 테러경보 상향 조치 - 테러경보 ‘관심’에서 ‘경계’로 상향(5.2.),2024-05-03,"정부는 5.2.(목) 대테러센터 주관으로 ‘테러대책실무위원회’를 개최하여,
우리 재외공관의 테러대비 현황을 점검하고 공관 및 공관원의 안전 확보를
위해 필요한 조치를 협의했다.특히, 정부는 이번 회의에서 5개 재외공관*을 대상으로 테러경보를 ‘관심’
에서 ‘경계’로 두 단계 상향 조정했다. 이는 최근 우리 정보 당국이 우리
공관원 및 가족에 대한 북한의 위해 시도 첩보를 입수한 데 따른 것이다.* 주캄보디아 대사관, 주라오스 대사관, 주베트남 대사관, 주블라디보스톡 총영사관,
주선양 총영사관※ ‘테러경보’는 테러위협의 정도에 따라 관심 · 주의 · 경계 · 심각의 4단계로 구분
- 이 중 ‘경계’는 ‘테러발생 가능성이 농후한 상태’에 발령정부는 앞으로도 해외 테러 동향 등을 예의주시하면서, 우리 공관, 공관원
및 재외국민의 안전 확보를 위한 조치를 취해 나갈 것이다. 끝."
미지정,중남미·동남아시아 등 뎅기열 확산 관련 안전 공지,2024-04-29,"ㅇ 최근 중남미, 동남아시아 등에서 뎅기열 환자가 증가함에 따라 해외여행을 계획중인 우리 국민들께서는 아래 뎅기열 예방수칙 및 안내사항을 숙지하시기 바랍니다.ㅇ (발생현황) 세계보건기구에 따르면 중남미 지역은 기온 상승과 엘니뇨, 도시화 등 환경적‧사회적 요인으로 모기 개체수가 증가하여 올해 뎅기열 환자가 역대 최다 발생​*하고 있고, 전년 동 기간 대비 약 3배 이상 증가했습니다. 또한 인도네시아, 방글라데시, 말레이시아, 태국 등 아시아 지역 에서도 전년 동 기간 대비 환자 발생이 증​가​**하고 있습니다.* ’24년 1⁓3월까지 브라질, 아르헨티나, 페루, 파라과이 등 24개국에서 총 480만 건의 뎅기열 의심 사례 보고** ’24년 인도네시아는 6만 2천 건으로 전년 동 기간(15주) 대비 174.9% 증가, 방글라데시는 1,831건으로 전년동 기간(15주) 대비 111.2% 증가ㅇ (증상일반) 뎅기열은 뎅기 바이러스에 감염된 매개모기(이집트숲모기, 횐줄숲모기)에 물려 감염되며, 5~7일의 잠복기 후 발열, 두통, 오한, 근육통 등 증상이 나타납니다.ㅇ (유의점) 뎅기열은 총 4개의 혈청형이 있으며, 재감염 시 다른 혈청형에 감염되면 중증 뎅기열로 진행되어 치사율이 높아지므로 기존에 뎅기열 감염력이 있거나, 유행지역에 자주 방문하는 우리 국민은 각별한 주의가 요구됩니다.※ 지난해 9월 방글라데시를 자주 방문한 우리 국민이 뎅기쇼크증후군으로 사망한 사례 발생ㅇ (예방) 뎅기열은 현재까지 효과적인 백신이나 치료제가 없어, 모기물림 방지 등 예방이 매우 중요합니다. ▲모기 퇴치용품(모기 퇴치제, 모기장 등)을 준비하고 ▲외출시, 밝은색의 긴 옷 착용 ▲3~4시간 간격으로 모기 퇴치제 사용 등을 통해 모기에 물리지 않는 것이 중요합니다.ㅇ (증상발현시) 해외체류중인 우리 국민 중 위 뎅기열 증상이 있을 경우, 즉시 의료기관에 내원하여 치료를 받으시기 바랍니다. 한국 입국 시, 현지에서 모기에 물린 기억이 있거나, 발열 등 의심 증상이 있는 경우 주요 공항 및 항만의 국립검역소에서 신속 검사(무료)를 받으시기 바랍니다.(참고자료)1. 뎅기열 신속키트검사(무료) 안내문2. 뎅기열 참고자료"
33,[카드뉴스] 해외여행 테러 피해 예방,2024-04-25,﻿
34,중국 광둥성 지역 폭우 및 침수 피해 주의,2024-04-23,"중국 광둥성 지역 폭우 및 침수 피해 주의○ 중국 기상예보에 따르면, 광둥성 지역의 계속되는 폭우로 광둥성 북부
샤오관·칭위안에서 홍수가 발생하는 등 피해가 있었으며, 광저우시 당
국도 금 4.23.(화) 07:04부터 기상재해(폭우) 3급 경보를 발령하였습니다.○ 이와 관련, 광둥성을 비롯한 화남 지역에 체류 중인 재외국민과 우리
투자기업은 폭우로 인한 피해를 당하지 않도록 불필요한 외출 자제,
현지 정부기관의 특보상황 주시 등 안전 관리에 만전을 기해주시기를
바라며, 교통 안전과 도로 침수 등 상황에 대해서도 각별한 주의를 당부드립니다.- 폭우 및 침수로 인명 피해 등이 발생할 경우 아래 연락처로 연락주시기
바랍니다.■ 주광저우총영사관(평일 09시-18시) : +86-20-2919-2999(해외안전과-126)(야간, 휴일) : +86-139-2247-3457(당직전화)■ 외교부 영사콜센터(연중 24시간) : +82-2-3210-0404"
14,몽골 방문 시 방문 목적에 맞는 비자 발급 필요,2024-04-22,"몽골 방문 시 방문 목적에 맞는 비자 발급 필요○ 몽골에 방문하시는 경우 방문 목적에 맞는 비자를 발급받으셔야 합니다.○ 몽골을 ‘관광 목적’으로 방문하는 한국인에 대해 2022. 6월부터 2024.
12. 31.까지 한시적으로 무비자 입국이 시행 중에 있으나, 관광 외의
목적(비즈니스, 거주, 취업 등)을 위해 몽골에 방문하시는 경우에는 그
목적에 맞는 몽골 비자를 주한국몽골대사관으로부터 발급받아 입국
시 소지하셔야 합니다.- 관광 외의 목적으로 방문하면서 무비자로 입국하려는 경우 몽골에서
입국 거부될 수 있으므로 방문 목적에 맞는 비자를 발급 받으시기를
당부드립니다.○ 비자 관련 정보는 몽골이민청 홈페이지(https://immigration.gov.mn)에서 확인하실 수 있으며, 비자 발급에 대한 보다 자세한 사항은 주한
국몽골대사관(02-798-3464)에 문의하시기 바랍니다."
30,"이란, 이스파한 내 폭발음 발생 관련",2024-04-19,"※ 이란은터키·이라크 국경지역, 시스탄발루체스탄주 및 페르시아만 연안 3개주(후제스탄·부세르·호르모즈건) 3단계(출국권고), 여타 2.5단계(특별여행주의보)로 여행경보가 지정되어 있습니다. 긴요한 용무가 아닌 경우, 이란 방문을 취소, 연기하시기 바랍니다.지난4.1.(월)이스라엘의 시리아 주재 이란 영사관 폭격에 대한 이란의 보복 공격 이후 양국 간 긴장이 고조되어온 가운데, 4.19.(금) 현지언론 및 외신은 이스파한 지역 내 폭발음이 발생하였다고 보도하였으며,일부 외신은 이스라엘이 미사일로 공격하였다고 보도하였습니다.현재까지 특별한 피해는 없는 것으로 보이지만,이란에 체류 중인 우리 국민들께서는 시내 주요 광장 및 대로,종교 시설 등 다중운집시설 방문 및 불필요한 야간 외출을 자제하는 등 신변 안전에 각별히 유의하시기 바랍니다.특히,이란 내 원자력 관련 시설 및 군사 시설 등의 근처에 접근하는 행위를 삼가시고,유사시 신속한 대처가 가능할 수 있도록 대사관과 연락체계를 상시 유지하여 주시기 바랍니다.우리 국민 중 신변 위협이 발생한 경우,주이란대사관(근무시간 중+98-21-8805-4900,근무시간 외+98-912-159-1158)또는영사콜센터(+82-2-3210-0404)로 연락하여 도움을 받으시기 바랍니다."
31,"이스라엘, 이란에 대한 이스라엘의 보복 공격 관련",2024-04-19,"※ 이스라엘은 가자지구 4단계(여행금지), 여타 3단계(출국권고)로 여행경보가 지정되어 있습니다. 긴요한 용무가 아닌 경우, 이스라엘 방문을 취소, 연기하시기 바랍니다.1. 4.19.(금) 현지 언론과 외신은 이스라엘이 이란의 이스파한 군기지에 제한적인 보복 공격을 한 것으로 보도했으며 공격 규모는 소규모로 보이는 가운데 피해 상황은 아직 정확히 알려지지 않았습니다.2. 상기 관련 현지 미국 대사관은 4.19.(금) 이란에 대한 이스라엘의 보복공격이 일어남에 따라 정부 직원과 가족들에게텔아비브 지역(Herzliya, Netanya, Even Yehuda 포함), 예루살렘 지역, 브엘쉐바 지역 밖으로의 개별적인 여행을 자제하고, 예루살렘 올드시티(Old city)와 서안지구 여행을 자제하도록 경고했습니다.3. 이와 관련이스라엘에 체류하는 우리국민들께서는 경계를 최고 수준으로 유지하시면서 아래와 같은 사항에 주의를 기울여 주시기 바랍니다.ㅇHome Front Command App을 설치하여 유사시 미사일·드론 및 테러 공격에 대비-현지 언론을 상시 확인하며 거주 및 방문 지역 안전상황 확인- **이스라엘 국민을 대상으로 발령하는 Home Front Command 안전 조치 사항 수시 확인 요망※ 우리 대사관은 WhatsApp 주이스라엘대사관 안전공지방을 통해 이스라엘의 안보 동향관련 안전사항 신속히 공지ㅇ 유사시 대비 개인별 안전계획 수립 권고-대중교통 혹은 차량 등을 이용해 외출시 사전에 안전상황 확인과 이동 계획 수립-대사관 홈페이지 게시 안전정보 수시 확인 및 비상연락망(재외국민 체류 현황 등록 및 대사관 운영 WhatsApp 단체방 가입) 등록ㅇ 위험 지역 방문 자제- 서안지구 전 지역(나블루스, 제닌, 헤브론, 베들레헴, 여리고, Jordan Valley 등)- 레바논 국경 인근 지역(골란 고원, 키르앗 쉬모나등)- 동예루살렘 올드시티(Damascus·Lion·Herod·Chain Gate 등)와 팔주민 거주 지역(슈아파트*, 셰이크자라, Abu Tor, Silwan 등)* 슈아파트(Shu’afat) 지역은 프렌치힐(French Hill) 인접 지역으로 폭력충돌과 테러 발생 사례 다수ㅇ 로켓·드론 경보 발령시 행동요령 준수- (실내)주택 내 보호 공간(protected space), 건물 대피소(Shelter), 계단 또는 내부 방으로 들어 가시고 모든 문과 창문을 닫아주십시오.- (옥외)주위에 건물들이 있는 옥외에 있는 경우, 가까운 건물이나 인근 Shelter로 들어가십시오.* 옥외에서는 얼굴을 땅에 대고 엎드려서 양손으로 머리를 보호 하십시오.- (주행 중)차량을 멈추고 도로변에 주차하신 후, 인근 건물 또는 Shelter로 대피하십시오.* 인근에 건물이나 Shelter가 없는 경우, 차량 밖으로 나와 얼굴을 땅에 대고 엎드린 후 양손으로 머리를 보호하십시오.- (대중교통 이동 중)차량이 멈추고 도로변에 주차된 후, 출입문이 개방되면 신속히 인근 건물 또는 Shelter로 대피할 것과, 건물 대피시 창문 아래로 몸을 숙이고, 손으로 머리를 보호하며 약 10분간 대기하십시오.* 버스·기차 운전사의 안내에 맞춰 대피 행동을 하십시오.- (주의!)① 집중 로켓 발사와 파편의 위협에 대비해 Shelter에서 반드시 10분 동안 대피하셔야 합니다.ㅇ 대중교통(버스 정류장 등) 이용시 신변안전에 각별히 유의- 다중밀집장소 방문 자제(유대교 회당, 이스라엘 주요 관공서 건물 등 포함)-경찰이 많이 모인 지역 회피- 수상한 물건(가방 등) 발견 시 신속히 안전한 장소로 이동- 모든 시위 및 대규모 집회 지역 회피※우리 정부는 2023.10.19.(목) 이스라엘 전 지역에 대해 여행경보 3단계 (출국권고) 발령5. 긴급 상황 대비 아래 링크를 참고하셔서재외국민 체류 현황 등록에 협조해 주시기 바라며, 불의의 사건 발생시 우리 대사관 긴급 연락처나 영사 콜센터로 연락하여 도움을 받으시기 바랍니다.- Home Front Command App 설치 :https://www.oref.org.il/13044-17580-en/Pakar.aspx- 재외국민 체류 현황(비상연락망) 등록 :https://overseas.mofa.go.kr/il-ko/brd/m_11468/view.do?seq=1346823&page=1- 주이스라엘 대사관 긴급연락처 : 972-50-528-8345- 대사관Whatsapp 안전공지 단체방:https://chat.whatsapp.com/LH6YwNI3yvhG2moxe71Zue- 영사콜센터 : 82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다."
미지정,"중동 지역(이스라엘, 이란, 레바논) 안전공지",2024-04-13,"시리아 주재 이란 영사관 건물 폭격(4.1)에 대한 이란의 이스라엘에 대한 보복 공격 가능성이 고조되고 있는 바, 중동지역의 정세 악화 가능성이 높습니다.이와관련, 우리 국민들의 이스라엘, 이란, 레바논 방문을 자제하여 주시기 바랍니다.현재 체류하시는 분들은 해당 국가의 대사관 홈페이지 안전공지를 확인하시고 개인안전에 각별히 유의하시기 바랍니다."
6,지진 관련 안전공지,2024-04-03,"○ 대만 중앙기상서는 ""금일(4.3.) 07:58 발생한 리히터 규모 7.2의 지진 ※ 이후 여진이 지속 발생하고 있고, 향후 3~4일 후에는 리히터 규모 6.0 이상의 지진이 발생할 가능성이 있다""고 발표한바,대만에 계신 우리 국민들께서는 화련 지역은 물론 산, 바다 등 지진피해 발생이 우려되는 지역에 대한 방문은 삼가하여 주시기 바랍니다.※대만 화련현 정부에서 남담동으로 25km(북위 23.77도, 동경 121.67도) 떨어진 동부 해역에서 리히터 규모 7.2(진원 깊이 15.5km)의 지진 발생"
32,일본 연쇄상구균 독성쇼크증후군(STSS) 관련 안전공지,2024-04-01,"일본 연쇄상구균 독성쇼크증후군(STSS) 관련 안전공지○ 최근 일본 현지 언론에 따르면, 일본 내 연쇄상구균에 의한 독성쇼크
증후군 환자가 빠른 증가세를 보이고 있습니다.※ 2023년 환자 수 941명으로 가장 많은 감염자 수를 기록하였으나 2024.1.1.~3.10.
간 474명 감염○ 우리 질병청은 연쇄상구균 독성쇼크증후군(Streptococcal Toxic Shock
Syndrome)이 국내에서 법정감염병으로 분류된 것은 아니나, 국내외
발생 동향을 면밀히 모니터링 중이라고 밝혔습니다.※ 질병청 보도자료 :www.kdca.go.kr⇨ 알림ㆍ자료 ⇨ 보도자료 (전체) ⇨ 글 번호
7134○ STSS는 사람 간 접촉을 통한 전파는 드물며 현재 국내 유행 가능성은
낮은 것으로 평가되지만, 일본 지역을 여행하는 우리국민은 감염병 예방
수칙을 준수하여 손씻기ㆍ기침예절을 일상화하고, 고위험군*의 경우
의심증상(고열, 발진, 저혈압, 심각한 근육통 등) 발생 시 신속히 의료
기관의 진료를 받으시길 바랍니다.※ 65세 이상 고령층, 최근 수술을 받아 상처가 있는 경우, 노출되는 상처가 발생
할 수 있는 바이러스 감염(수두 등), 알코올 의존증, 당뇨병 환자 등○ 일본 여행 중 의심증상 발현 시, 해당 지역 관할 공관 홈페이지(정보
마당 → 안전여행정보)에 공지된 현지 진료가능 병원 리스트를 참고
하시고 긴급상황 시, 구급차 (일본지역 국번 없이 119) 호출 또는 영사
콜센터(+82-2-3210-0404)로 연락하십시오."
8,독일 대마(Cannabis) 부분 합법화 관련 특별 안전유의 안내,2024-03-29,"○ (대마 부분 합법화) 2024.4.1.부터 독일 전역에서 개인이 합법적으로 대마를 소지나 소비할 수 있고, 비영리 목적으로 자가 재배가 허용됩니다.○ (한국인 속인주의에 의거 처벌) 그러나 우리 국민이 해외(독일)에서 대마를 흡연·섭취할 경우, 대한민국의 형법은 속인주의가 적용되기 때문에
국내 <마약류 관리에 관한 법률>에 따라 처벌 대상입니다.- 대마 수출입, 그 목적의 소지·소유(무기 또는 5년 이상 징역)- 제조·매매 및 매매알선, 그 목적의 소지·소유(1년 이상 유기 징역)- 대마, 종자 껍질 흡연·섭취, 그 목적의 소지·소유(5년 이하 징역 또는 5천만원 이하 벌금)○ (독일 현지 주의 사항) 특히, 대마 성분이 포함된 담배류를 흡연하거나,
음료, 케이크, 빵이나 음식 등을 자신도 모르게 섭취하는 일이 없도록 각별히 주의를 기울여 주실 것을 당부드립니다.※ 대마 유사어Cannabis, Cannabisharz, Marihuana, Haschisch,Hasch, Reefers, Joints, Spliffs, Bhang, Charas,Pot, Dope, Ganja, Hanf, Weed, Blow, Gras 등○ 긴급 상황 발생시에는 현지 대사관/총영사관 또는 영사콜센터(+82-2-3210-0404)
에 연락하여 필요한 도움을 받으시기 바랍니다"
50,"호주, 앨리스스프링스 2주간 미성년자 야간 통행금지령 선포",2024-03-28,"○ 2024.3.27.(수) 호주 노던준주(NT) 앨리스스프링스(Alice Springs)에서 소요사태로 인한 2주간의 미성년자 야간 통행금지령*이 선포되었습니다.* 오후 6시부터 오전 6시까지 18세 미만 미성년자 통행 금지** 미성년자 야간 통행금지령은 4.16.(화) 오전 06:00 까지로 연장됨○ 상황이 안정화되기 전까지 호주에 거주하시는 우리국민 및 여행객분들께서는 앨리스스프링스 방문을 자제하여 주시기 바랍니다.○ 위급사항 발생시나 피해 상황을 인지하게 되실 경우 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 알려주시기 바랍니다.☞ 주시드니대한민국총영사관- 근무시간(월~금 09-17시) 중 : +61-2-9210-0200- 근무 외 시간(당직폰) : +61-403-546-058☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 영어 통역 서비스도 무료로 이용 가능"
33,라마단 기간(3.11.~4.9.잠정) 중 신변안전 유의,2024-03-07,"○ 이스라엘-하마스 무력충돌이 장기화됨에 따라 금년도 라마단 기간(3.11~4.9 잠정)에는 더욱 각별한 신변안전에 대한 유의가 필요합니다.○ 해외에 체류하시거나 방문하시는 우리 국민분들께서는 아래 안전행동 수칙을 참고하여 신변안전에 각별히 유의하여 주시기 바랍니다.- 종교시설 및 다중운집시설 방문 자제- 불필요한 외출이나 특히 야간외출 자제- 외출시에는 지인들에게 행선지를 알리고, 신분증 소지- 주변에 수상한 움직임이 있을 경우 즉시 해당 장소를 벗어나고, 테러사건 발생시 현지 경찰의 지시에 따르고, 현지 방송 및 우리 외교부 발송 SMS 내용 참고- (이슬람 국가 방문시) 노출 의상 착용 등 현지 관습에 어긋나는 행동을 삼가고, 입국심사 강화 및 검문검색 등 방문국의 테러 발생 예방 조치에 적극 협조○ 긴급 상황 발생시에는 현지 대사관/총영사관 또는 영사콜센터(+82-2-3210-0404)에 연락하여 필요한 도움을 받으시기 바랍니다."
미지정,중남미 지역 뎅기열 확산 관련 유의 당부,2024-02-28,"○최근 중남미 지역에서 뎅기열 환자가 급증하고 있음에 따라 중남미 지역 방문 예정인 우리 국민들께서는 아래 예방수칙 및 안내사항을 숙지하시기 바랍니다.(발생현황) 세계보건기구(WHO) 미주 본부인 범미보건기구(PAHO)가 2월 16일 발표한 통계자료에 따르면 올해 2월초 기준 중남미 국가 내 뎅기열 감염 진단을 받은 환자는 67만 3천267건으로 지난해 같은 기간과 비교해 157% 증가했습니다. (5년 평균치와 비교시 225% 증가수치)- 올해 2월초 기준 중남미 11개국(멕시코, 아르헨티나, 브라질, 콜롬비아, 코스타리카, 과테말라, 파라과이, 페루 등)에서 발병 사례가 보고되었으며 누적 사망자는 102명- 현지에서는 남반구 여름 장마로 인한 강수량 증가로 모기 서식에 유리한 환경이 조성됨에 따라 향후 몇 주간 뎅기열 발병 사례가 더 증가할 것으로 전망(증상일반) 뎅기열은 뎅기 바이러스에 감염된 매개모기에 물려 감염되며, 5~7일의 잠복기 후 발열, 두통, 오한, 근육통 등 증상이 나타납니다.(예방) 뎅기열은 아직까지 효과적인 백신이나 치료제가 없어, 모기물림 방지 등 예방이 매우 중요합니다. ▲모기 퇴치용품(모기 퇴치제, 모기장 등)을 준비하고 ▲외출시, 밝은색의 긴 옷 착용 ▲3~4시간 간격으로 모기 퇴치제 사용 등을 통해 모기에 물리지 않는 것이 중요합니다.(증상발현시) 해외체류중인 우리 국민 중 위 뎅기열 증상이 있을 경우, 즉시 의료기관에 내원하여 치료를 받으시기 바랍니다. 한국 입국 시, 현지에서 모기에 물린 기억이 있거나, 발열 등 의심 증상이 있는 경우 주요 공항 및 항만의 국립검역소에서 신속 검사를 받으시기 바랍니다.※ 참고자료 : 뎅기열 예방 포스터"
46,"파푸아뉴기니, Enga州 부족간 충돌로 수십명 사망",2024-02-20,"○ 2024.2.18(일) 파푸아뉴기니 하이랜드 지역 내 Enga州에서 부족연합간 충돌사태가 발생하여 수십명의 사망자가 발생하였습니다.○ 상황이 안정화되기 전까지 파푸아뉴기니에 거주하시는 우리국민 및 여행객분들께서는 Enga州 지역 방문을 자제하여 주시기 바랍니다.○ 위급사항 발생시나 피해 상황을 인지하게 되실 경우 대사관, 영사콜센터 등 도움을 받을 수 있는 곳으로 최대한 조속히 알려주시기 바랍니다.☞ 주파푸아뉴기니대한민국대사관- 근무시간(월~금 08-16시) 중 : 675-321-5822- 근무 외 시간(당직폰) : 675-7394-6778☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 영어 통역 서비스도 무료로 이용 가능"
4,"뉴질랜드, Port Hills 지역 대형 화재 발생",2024-02-15,"○ 2024.2.14(수) 14:15경(현지시간) 뉴질랜드 남섬 크라이스트처치시 Port Hills 지역에 대형 화재가 발생하여 크라이스트처치 및 셀윈(Selwyn) 지역에 비상사태가 선포된 상황입니다.○ 화재 진압이 완료되기 전까지 뉴질랜드에 거주하시는 우리국민 및 여행객분들께서는 크라이스트처치 및 셀윈 지역 방문을 자제하여 주시기 바랍니다.☞ 주뉴질랜드대한민국대사관- 대표번호(근무시간 중) : +64-4-473-9073- 긴급연락처(사건사고 등 긴급상황 발생 시, 24시간) : +64-21-0269-3271☞ 영사콜센터(서울, 24시간): +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있으며, 영어 통역 서비스도 무료로 이용 가능"
